,label,text
20447,0,"interview with louise munson, playwright of luigi"
2959,0,"How is that related to deterrence? 
 
 Once again, deterrence is preventing through the fear of consequences.
 
 What you are talking about is not related to the subject of deterrence."
9024,0,stanford sexual assault: students plan graduation protest as anger grows
24140,0,u.s. kids fail at physical activity
16788,0,why shrimp scampi has been on america's mind all week
12251,1,nationwide sympathy pours in for traumatized cnn town hall survivor
11893,0,dreamers live a nightmare while congress runs down the clock
14647,1,courtroom artist clearly infatuated with bailiff
18058,0,land rights for women mean progress for communities
9157,0,'toy story 4' coming to theaters in 2019
11217,1,"Plenty. You haven't noticed how many ""sentences"" you post that aren't sentences?
"
10767,1,white house declares war on dsl provider
26637,1,chuck e. cheese's pit boss tells floor attendant to keep an eye on guest winning big at skee-ball
15974,1,city terrorized but unimpressed by serial killer who just shoots victims
9246,1,new sitcom pulls back the envelope
5916,0,video shows the heartbreak of loving someone with alzheimer's
17317,0,new york and ibiza had a beautiful sexy baby: they called it tel aviv
619,0,colorado's new revenge porn statute is good law and sound policy
12915,0,melania trump mocked for 'teach kids to be responsible digital citizens' tweet
15460,1,supreme court justices keep citing cases roberts and alito are too young to remember
24249,0,"run towards (not away from) trump's america: the problem is global, but the solution will be american"
14504,1,paul ryan slits auto mechanic's throat to kick off gop purge of working class
9843,0,which roadtrip movie character are you?
20939,0,amanda slavin: not just a statistic
16247,1,"researchers say that first warning sign of alcoholism generally driving over curb, plowing through fire hydrant, and crashing into aquarium"
25919,1,hulking strongman now only voice of reason in republican party
6003,1,"Considering what you turkeys did to the State of California, with its budget and social depravity, you have no room to talk. I'm surprised the Lord hasn't cast San Francisco and L.A. into the Pacific Ocean yet."
17602,1,man waiting to see how few more decades of racial violence play out before taking action
1593,0,10 super annoying things we can't help but whine about
22803,0,4 super easy ways to keep cyber criminals out of your life
18906,1,vegan soldier keeps asking everyone if they want their bread
7226,0,"I believe the question was ""who?""I'm christian and I believe in evolution. Whether it contradicts the Old Testament or not makes no difference to me. Jesus contradicted the Old Testament.The Bible is the inspired word of God, not a dictation to scribes. Men wrote the allegories describing the creation of things.Saying that mankind took a long time to understand certain things is not limiting the power of God. He could have chosen to make early man Einsteinian, but He didn't. He could have chosen for mankind to bypass the flat-earth concept, but He didn't. He could have chosen for all humans to be highly intelligent, but He didn't. What He did was to leave us alone and let us figure things out on our own, including how long it took to get where we are now."
11078,1,"And, I'm sure you ask yourself that very question before you unzip your fly and whip out your pecker, right?"
22920,1,report: iraq war keeping thousands out of unemployment line
2021,1,study finds all-consuming self-pity best way to win back ex-partner
12474,1,worthless child spills last can of beer
5440,0,"Let's not confuse our readers. supersport is not saying it's evolution; he's saying that ""evolutionists"" say that it's evolution. It should be clear now to the readers that scientists recognized perfectly well that this is an example of plasticity."
23712,1,report: most couples met on set of 'daredevil'
23530,0,negro week at the 1939–1940 new york world's fair
22284,0,'butt crack bandit' caught on camera holding duo at gunpoint
15441,1,giddy thom yorke goes to bed early to make grammy day get here sooner
12557,0,a great read for a new year
9290,0,Because there are people who are trying to deny the theory of evolution it's place as a vital part of public school's biology curriculum.
1998,1,driver kind of bummed to see other car he been driving behind for a while take exit off highway
19763,1,"'c'mon, c'mon,' says matt damon desperately searching for own name on list of imdb user dolphinsoul60's top 100 actors"
15300,1,"war-torn, blood-soaked kosovo: would bombing it help?"
14798,1,will shortz frustrated that police yet to crack taunting puzzles revealing locations of 40 years of murder victims
17817,0,subscription services provide book and toy options to parents of brown kids
25713,0,apple watch: success or failure?
1285,0,mark ruffalo in infinitely polar bear
6960,1,open casket really ruining vibe at funeral
18654,1,trump vows to bring back ohio town's white castle
10965,1,I truly mourn for you cookie. I pity the emptiness and shallowness of your soul. emoticonXCry
21382,1,"Main Entry: unhinged 
Pronunciation: -'hinjd
Function: adjective
: UPSET, UNGLUED; especially : mentally deranged <attacked by an unhinged extremist> 
How do you deal with the fact that 450+ species in the world naturally engage in homosexual behavior? 
Apparently you DO think homosexuality is some sort of transmittable diseases.
Again, look to webster."
27998,0,meet the man who helps hollywood stay sober
7771,0,the global search for education: latin america is online
8755,1,man confidently hits 'send' on worst job application company has ever seen
5367,1,"Look what is talking about insane, immune to reason, a prisnor of his own giant ignorance, slavery fetishist and one of the comic relief 3 stooges. You might have a dialogue but then insult isn't part of one. No one gives a rat's patoot about your opinion. If it were your country maybe they would but I doubt it. Mean while eat your heart out as you rail in fear about us buying and keeping arms."
